order_id,client_id,measurement_id,artisan_id,garment_type,fabric_type,order_complexity_score,order_status,order_date,delivery_date,delivery_days,delivered_on_time,client_age,client_location,client_gender,chest_cm,waist_cm,hip_cm,shoulder_cm,arm_length_cm,inseam_cm,recorded_at,artisan_location,years_experience,average_rating,specialty
754,152,299,104,Kaftan,Silk,1.48,Pending,2026-01-31 06:40:38.745626,2026-02-06 06:40:38.745626,6,1,30,Kano,Male,104.31,86.51,91.07,50.67,51.46,93.83,2023-11-25 06:40:38.398102,Lagos,17,4.01,Bridal
755,233,455,36,Dress,Wool,1.86,Completed,2025-05-19 06:40:38.746026,2025-06-05 06:40:38.746026,17,0,31,Port Harcourt,Male,107.96,106.51,85.5,51.54,74.13,70.08,2025-11-06 06:40:38.401357,Kano,19,3.91,Womenswear
756,164,320,96,Suit,Ankara,4.16,In Progress,2025-06-04 06:40:38.746409,2025-06-16 06:40:38.746409,12,1,54,Port Harcourt,Female,85.0,101.93,96.72,38.68,73.36,73.49,2023-12-25 06:40:38.398503,Lagos,6,4.5,Menswear
757,14,26,108,Shirt,Silk,4.6,Completed,2025-11-28 06:40:38.746824,2025-12-11 06:40:38.746824,13,1,18,Ibadan,Male,80.07,86.5,102.5,35.66,68.65,77.08,2024-10-07 06:40:38.392722,Lagos,19,4.74,Bridal
758,175,339,58,Shirt,Ankara,2.58,Completed,2025-05-10 06:40:38.747226,2025-05-15 06:40:38.747226,5,1,21,Port Harcourt,Female,118.36,87.23,83.79,44.47,68.84,90.47,2025-01-06 06:40:38.398845,Ibadan,12,4.98,Menswear
759,293,583,75,Agbada,Linen,4.06,Completed,2025-06-28 06:40:38.747621,2025-07-04 06:40:38.747621,6,1,38,Lagos,Male,90.64,98.22,104.76,40.66,59.68,77.45,2025-02-19 06:40:38.403827,Lagos,6,4.61,Kidswear
760,223,439,53,Shirt,Cotton,2.48,Pending,2025-08-11 06:40:38.748049,2025-08-29 06:40:38.748049,18,0,30,Ibadan,Female,119.69,72.97,91.74,51.33,70.49,73.72,2026-01-25 06:40:38.400997,Abuja,7,3.88,Corporate
761,98,192,80,Agbada,Ankara,3.45,Pending,2025-11-27 06:40:38.748433,2025-12-11 06:40:38.748433,14,1,49,Lagos,Male,116.4,90.47,125.8,41.78,52.16,86.61,2023-10-10 06:40:38.396087,Kano,16,3.56,Bridal
762,38,73,38,Agbada,Silk,1.17,Completed,2025-12-04 06:40:38.748880,2025-12-15 06:40:38.748880,11,1,32,Abuja,Female,117.37,81.44,118.9,51.25,55.26,94.16,2025-11-21 06:40:38.393569,Lagos,16,4.91,Corporate
763,135,265,79,Shirt,Silk,4.63,Completed,2025-05-11 06:40:38.749288,2025-05-23 06:40:38.749288,12,1,25,Abuja,Male,83.45,63.52,123.25,39.21,57.28,80.15,2023-11-23 06:40:38.397480,Port Harcourt,3,4.65,Bridal
764,46,89,50,Dress,Wool,1.94,In Progress,2025-04-03 06:40:38.749670,2025-04-09 06:40:38.749670,6,1,50,Lagos,Female,87.76,109.04,108.49,44.94,50.48,74.33,2024-12-21 06:40:38.393878,Abuja,19,4.76,Kidswear
765,16,30,89,Suit,Silk,3.0,In Progress,2026-01-13 06:40:38.750099,2026-01-17 06:40:38.750099,4,1,39,Abuja,Female,118.59,79.6,106.49,36.54,62.42,82.02,2025-11-10 06:40:38.392793,Lagos,12,4.67,Corporate
766,73,143,20,Suit,Linen,4.26,Completed,2025-05-05 06:40:38.750487,2025-05-11 06:40:38.750487,6,1,39,Port Harcourt,Male,116.73,69.75,95.24,52.93,59.5,93.52,2025-02-20 06:40:38.395056,Kano,5,4.78,Bridal
767,227,445,79,Shirt,Cotton,2.49,Pending,2025-06-03 06:40:38.750896,2025-06-21 06:40:38.750896,18,0,59,Abuja,Female,101.29,104.63,106.92,35.77,62.63,93.76,2023-10-07 06:40:38.401108,Port Harcourt,3,4.65,Bridal
768,214,424,63,Suit,Wool,4.01,Completed,2025-08-27 06:40:38.751313,2025-09-07 06:40:38.751313,11,1,38,Ibadan,Male,90.34,103.61,96.92,45.81,63.28,71.7,2023-06-08 06:40:38.400698,Ibadan,10,3.6,Corporate
769,262,523,90,Shirt,Linen,4.35,In Progress,2025-05-28 06:40:38.751706,2025-06-14 06:40:38.751706,17,0,50,Kano,Female,87.28,95.56,89.51,36.63,52.29,68.39,2023-10-07 06:40:38.402667,Kano,15,3.97,Womenswear
770,190,369,30,Shirt,Wool,3.56,Pending,2025-03-13 06:40:38.752125,2025-04-02 06:40:38.752125,20,0,29,Abuja,Female,80.67,76.37,94.09,40.69,52.16,76.39,2025-09-28 06:40:38.399613,Lagos,3,4.7,Kidswear
771,25,47,116,Shirt,Linen,3.76,Pending,2025-09-09 06:40:38.752525,2025-09-27 06:40:38.752525,18,0,28,Port Harcourt,Female,87.66,70.22,111.17,49.54,74.96,78.92,2024-09-09 06:40:38.393096,Kano,1,4.81,Corporate
772,100,197,98,Dress,Silk,4.79,Completed,2025-07-01 06:40:38.752903,2025-07-17 06:40:38.752903,16,0,21,Abuja,Female,85.19,104.83,88.35,36.4,67.2,69.54,2025-08-07 06:40:38.396174,Lagos,17,4.54,Menswear
773,176,340,46,Shirt,Wool,4.54,Pending,2025-04-02 06:40:38.753337,2025-04-05 06:40:38.753337,3,1,55,Lagos,Female,92.56,66.84,85.22,54.2,55.92,70.38,2025-12-23 06:40:38.398864,Lagos,5,4.12,Womenswear
774,43,83,46,Shirt,Silk,1.38,In Progress,2025-10-19 06:40:38.753726,2025-10-22 06:40:38.753726,3,1,45,Port Harcourt,Female,112.58,101.25,110.5,42.34,56.99,90.01,2025-10-10 06:40:38.393776,Lagos,5,4.12,Womenswear
775,85,168,100,Suit,Ankara,3.9,In Progress,2025-11-30 06:40:38.754138,2025-12-17 06:40:38.754138,17,0,36,Kano,Male,83.0,93.38,86.51,42.41,56.09,81.81,2025-10-30 06:40:38.395537,Lagos,10,3.74,Corporate
776,105,206,51,Kaftan,Ankara,4.16,Pending,2025-09-25 06:40:38.754532,2025-09-28 06:40:38.754532,3,1,47,Kano,Male,104.46,101.35,112.41,45.42,72.65,76.15,2024-09-14 06:40:38.396343,Abuja,9,4.94,Corporate
777,106,207,39,Agbada,Linen,1.31,Pending,2026-01-27 06:40:38.754987,2026-02-04 06:40:38.754987,8,1,54,Lagos,Female,87.38,100.65,101.68,40.57,59.2,82.85,2023-08-27 06:40:38.396362,Abuja,3,3.67,Corporate
778,70,135,50,Shirt,Linen,1.22,In Progress,2025-10-30 06:40:38.755424,2025-11-20 06:40:38.755424,21,0,41,Lagos,Female,101.7,83.03,101.51,46.65,67.17,65.81,2025-01-01 06:40:38.394920,Abuja,19,4.76,Kidswear
779,100,196,4,Suit,Cotton,2.36,Completed,2025-04-07 06:40:38.755812,2025-04-17 06:40:38.755812,10,1,21,Abuja,Female,80.22,87.87,86.73,43.06,52.05,81.6,2025-07-24 06:40:38.396159,Kano,12,4.84,Corporate
780,176,341,37,Suit,Ankara,3.78,Pending,2025-05-31 06:40:38.756203,2025-06-05 06:40:38.756203,5,1,55,Lagos,Female,82.53,70.57,82.18,36.25,60.63,80.92,2025-12-04 06:40:38.398879,Lagos,8,3.54,Kidswear
781,137,272,58,Agbada,Silk,1.41,Completed,2025-08-08 06:40:38.756627,2025-08-11 06:40:38.756627,3,1,41,Lagos,Male,101.26,63.09,108.93,38.68,68.35,89.35,2024-10-12 06:40:38.397597,Ibadan,12,4.98,Menswear
782,153,300,2,Shirt,Wool,3.98,Completed,2025-06-06 06:40:38.757015,2025-06-22 06:40:38.757015,16,0,39,Kano,Female,111.02,66.01,102.17,49.33,74.11,86.71,2023-09-13 06:40:38.398141,Lagos,13,3.91,Kidswear
783,258,515,98,Kaftan,Cotton,4.25,Pending,2026-02-07 06:40:38.757462,2026-02-24 06:40:38.757462,17,0,18,Kano,Female,115.11,92.14,93.47,41.69,69.48,78.8,2025-11-19 06:40:38.402523,Lagos,17,4.54,Menswear
784,221,436,52,Agbada,Cotton,2.93,Pending,2025-08-30 06:40:38.757848,2025-09-08 06:40:38.757848,9,1,59,Ibadan,Male,112.92,100.0,84.94,42.49,69.93,94.3,2024-08-03 06:40:38.400938,Ibadan,3,4.37,Kidswear
785,53,104,40,Agbada,Wool,2.89,Completed,2025-07-26 06:40:38.758253,2025-08-04 06:40:38.758253,9,1,20,Kano,Male,112.04,106.63,122.76,48.57,59.22,84.41,2023-08-26 06:40:38.394309,Kano,5,4.75,Corporate
786,300,600,14,Dress,Cotton,1.05,In Progress,2025-09-14 06:40:38.758720,2025-09-28 06:40:38.758720,14,1,52,Kano,Male,98.38,60.38,102.46,43.8,60.42,93.11,2023-06-28 06:40:38.404200,Kano,7,4.17,Corporate
787,246,484,106,Suit,Linen,3.94,Completed,2025-07-30 06:40:38.759118,2025-08-19 06:40:38.759118,20,0,56,Abuja,Female,85.35,84.92,80.26,52.87,66.14,90.94,2024-09-03 06:40:38.401912,Ibadan,14,4.95,Kidswear
788,180,349,111,Agbada,Cotton,2.15,Completed,2025-10-23 06:40:38.759541,2025-10-30 06:40:38.759541,7,1,24,Ibadan,Male,116.21,65.19,80.07,44.72,56.57,79.96,2025-12-06 06:40:38.399031,Ibadan,17,4.68,Menswear
789,131,258,51,Agbada,Wool,3.43,In Progress,2025-12-25 06:40:38.759940,2025-12-31 06:40:38.759940,6,1,37,Lagos,Male,96.08,103.37,102.13,40.35,52.21,78.25,2023-10-10 06:40:38.397354,Abuja,9,4.94,Corporate
790,86,169,6,Agbada,Silk,3.54,Completed,2025-12-23 06:40:38.760343,2026-01-12 06:40:38.760343,20,0,45,Ibadan,Female,119.42,95.06,92.05,37.53,59.85,77.38,2025-01-27 06:40:38.395557,Kano,6,4.52,Corporate
791,121,238,110,Agbada,Cotton,2.11,In Progress,2025-10-05 06:40:38.760728,2025-10-13 06:40:38.760728,8,1,45,Ibadan,Female,105.92,101.33,103.72,52.36,71.19,81.84,2023-08-21 06:40:38.396963,Kano,6,3.53,Bridal
792,149,292,93,Agbada,Ankara,3.41,In Progress,2025-05-04 06:40:38.761124,2025-05-18 06:40:38.761124,14,1,37,Port Harcourt,Male,93.71,72.07,110.03,48.95,67.88,79.07,2023-05-22 06:40:38.397966,Port Harcourt,14,3.77,Menswear
793,217,430,102,Dress,Ankara,1.43,Completed,2025-04-20 06:40:38.761546,2025-04-23 06:40:38.761546,3,1,30,Abuja,Female,115.01,91.08,115.13,40.74,74.63,69.61,2025-08-31 06:40:38.400803,Abuja,13,4.74,Corporate
794,170,328,44,Dress,Linen,3.68,Completed,2025-09-13 06:40:38.761934,2025-09-16 06:40:38.761934,3,1,34,Abuja,Male,110.95,108.71,115.96,50.47,53.14,89.17,2024-02-22 06:40:38.398650,Port Harcourt,17,4.28,Womenswear
795,277,549,66,Agbada,Silk,4.21,Pending,2026-01-18 06:40:38.762320,2026-01-28 06:40:38.762320,10,1,21,Lagos,Female,95.99,68.42,123.0,45.99,66.8,82.34,2023-06-22 06:40:38.403203,Ibadan,12,4.39,Kidswear
796,235,459,26,Agbada,Silk,4.39,In Progress,2025-08-24 06:40:38.762705,2025-08-31 06:40:38.762705,7,1,36,Kano,Male,84.57,97.99,83.66,43.66,59.17,76.71,2025-04-18 06:40:38.401442,Lagos,3,4.44,Kidswear
797,112,219,25,Suit,Cotton,3.22,Pending,2025-05-19 06:40:38.763092,2025-06-05 06:40:38.763092,17,0,45,Kano,Female,113.8,61.73,121.98,49.25,67.3,84.95,2025-09-15 06:40:38.396570,Abuja,16,4.54,Kidswear
798,242,474,96,Dress,Ankara,3.13,Pending,2025-04-22 06:40:38.763488,2025-04-28 06:40:38.763488,6,1,54,Port Harcourt,Female,106.42,105.64,91.71,42.3,62.33,89.23,2024-06-21 06:40:38.401706,Lagos,6,4.5,Menswear
799,121,238,82,Dress,Ankara,1.42,Completed,2025-11-18 06:40:38.763887,2025-12-03 06:40:38.763887,15,0,45,Ibadan,Female,105.92,101.33,103.72,52.36,71.19,81.84,2023-08-21 06:40:38.396963,Ibadan,6,4.23,Bridal
800,118,233,105,Agbada,Cotton,3.75,Completed,2025-11-06 06:40:38.764378,2025-11-25 06:40:38.764378,19,0,49,Abuja,Female,113.02,82.42,87.91,51.68,70.59,74.06,2024-09-23 06:40:38.396852,Lagos,4,3.83,Menswear
801,180,349,69,Agbada,Silk,3.92,In Progress,2025-09-12 06:40:38.764791,2025-09-15 06:40:38.764791,3,1,24,Ibadan,Male,116.21,65.19,80.07,44.72,56.57,79.96,2025-12-06 06:40:38.399031,Abuja,8,3.66,Bridal
802,182,354,63,Agbada,Wool,3.79,In Progress,2025-02-27 06:40:38.765203,2025-03-09 06:40:38.765203,10,1,35,Kano,Male,99.25,73.09,103.49,36.19,62.76,74.86,2023-08-09 06:40:38.399315,Ibadan,10,3.6,Corporate
803,179,348,87,Kaftan,Linen,4.49,In Progress,2025-03-16 06:40:38.765597,2025-04-04 06:40:38.765597,19,0,48,Port Harcourt,Male,88.6,60.99,129.99,46.97,61.55,86.89,2025-08-15 06:40:38.399012,Port Harcourt,11,4.7,Bridal
804,62,118,21,Kaftan,Linen,2.1,Pending,2025-11-01 06:40:38.765991,2025-11-17 06:40:38.765991,16,0,36,Kano,Female,102.48,68.56,103.37,39.26,60.38,91.24,2025-10-25 06:40:38.394595,Lagos,18,4.11,Corporate
805,152,299,74,Agbada,Ankara,1.35,In Progress,2026-02-13 06:40:38.766383,2026-03-03 06:40:38.766383,18,0,30,Kano,Male,104.31,86.51,91.07,50.67,51.46,93.83,2023-11-25 06:40:38.398102,Kano,14,4.51,Womenswear
806,127,251,107,Shirt,Wool,2.56,Completed,2026-01-05 06:40:38.766762,2026-01-24 06:40:38.766762,19,0,19,Abuja,Female,90.59,90.47,94.71,35.09,60.22,79.32,2025-10-23 06:40:38.397225,Abuja,9,3.66,Kidswear
807,89,174,42,Suit,Silk,4.74,In Progress,2025-06-19 06:40:38.767148,2025-06-30 06:40:38.767148,11,1,30,Port Harcourt,Male,101.24,73.91,116.52,54.39,69.3,83.38,2024-01-26 06:40:38.395664,Lagos,13,4.8,Bridal
808,260,518,22,Agbada,Wool,2.42,In Progress,2025-04-03 06:40:38.767540,2025-04-22 06:40:38.767540,19,0,47,Abuja,Male,119.78,82.22,95.58,39.05,57.19,93.12,2025-04-22 06:40:38.402577,Lagos,11,5.0,Kidswear
809,47,92,98,Kaftan,Silk,4.67,In Progress,2025-08-28 06:40:38.767916,2025-09-09 06:40:38.767916,12,1,28,Kano,Female,93.76,70.21,80.66,50.57,51.61,65.78,2024-11-02 06:40:38.393936,Lagos,17,4.54,Menswear
810,86,169,102,Suit,Ankara,2.35,In Progress,2025-12-04 06:40:38.768312,2025-12-16 06:40:38.768312,12,1,45,Ibadan,Female,119.42,95.06,92.05,37.53,59.85,77.38,2025-01-27 06:40:38.395557,Abuja,13,4.74,Corporate
811,134,264,49,Dress,Linen,2.43,Completed,2025-05-05 06:40:38.768712,2025-05-13 06:40:38.768712,8,1,30,Abuja,Male,113.13,99.68,111.96,48.21,73.91,79.0,2025-06-12 06:40:38.397461,Ibadan,2,4.77,Bridal
812,236,461,95,Dress,Cotton,3.31,In Progress,2026-01-26 06:40:38.769098,2026-02-07 06:40:38.769098,12,1,31,Kano,Female,117.99,61.61,111.84,53.73,55.56,82.31,2025-05-02 06:40:38.401479,Abuja,1,4.24,Bridal
813,225,442,104,Dress,Linen,2.99,Completed,2025-03-13 06:40:38.769512,2025-03-21 06:40:38.769512,8,1,48,Abuja,Female,109.63,82.51,80.57,49.39,66.89,94.68,2024-11-18 06:40:38.401051,Lagos,17,4.01,Bridal
814,59,114,74,Kaftan,Ankara,3.24,Pending,2026-01-15 06:40:38.769965,2026-01-20 06:40:38.769965,5,1,20,Abuja,Female,84.3,109.62,115.48,53.17,68.48,94.61,2025-03-07 06:40:38.394521,Kano,14,4.51,Womenswear
815,93,182,19,Dress,Linen,2.67,In Progress,2025-03-01 06:40:38.770393,2025-03-13 06:40:38.770393,12,1,42,Kano,Female,93.9,85.18,98.96,42.51,62.72,75.56,2023-08-31 06:40:38.395910,Port Harcourt,19,4.71,Bridal
816,242,475,111,Shirt,Ankara,2.65,Completed,2025-06-14 06:40:38.770812,2025-06-18 06:40:38.770812,4,1,54,Port Harcourt,Female,105.85,103.3,86.37,52.4,58.37,79.07,2024-08-08 06:40:38.401722,Ibadan,17,4.68,Menswear
817,214,423,73,Shirt,Silk,1.69,Pending,2026-02-07 06:40:38.771260,2026-02-17 06:40:38.771260,10,1,38,Ibadan,Male,95.13,106.96,124.3,46.86,74.86,68.0,2023-06-16 06:40:38.400683,Port Harcourt,5,4.73,Kidswear
818,89,174,65,Shirt,Wool,4.81,Completed,2026-01-28 06:40:38.771662,2026-02-18 06:40:38.771662,21,0,30,Port Harcourt,Male,101.24,73.91,116.52,54.39,69.3,83.38,2024-01-26 06:40:38.395664,Lagos,9,4.37,Womenswear
819,59,113,84,Dress,Silk,1.01,In Progress,2025-11-22 06:40:38.772044,2025-11-28 06:40:38.772044,6,1,20,Abuja,Female,98.35,76.55,122.35,48.34,56.53,79.48,2024-07-03 06:40:38.394505,Port Harcourt,8,4.25,Menswear
820,261,519,96,Suit,Ankara,4.6,In Progress,2025-04-22 06:40:38.772460,2025-05-08 06:40:38.772460,16,0,54,Abuja,Female,115.03,90.87,97.97,36.66,51.19,77.36,2025-02-07 06:40:38.402596,Lagos,6,4.5,Menswear
821,148,291,93,Kaftan,Wool,4.83,Completed,2025-10-03 06:40:38.772848,2025-10-06 06:40:38.772848,3,1,35,Kano,Male,83.56,106.36,91.59,35.75,72.12,91.52,2024-01-03 06:40:38.397946,Port Harcourt,14,3.77,Menswear
822,121,238,24,Dress,Linen,2.44,Pending,2025-10-16 06:40:38.773255,2025-11-03 06:40:38.773255,18,0,45,Ibadan,Female,105.92,101.33,103.72,52.36,71.19,81.84,2023-08-21 06:40:38.396963,Abuja,3,3.97,Corporate
823,278,550,33,Kaftan,Ankara,3.49,Pending,2025-04-16 06:40:38.773685,2025-04-28 06:40:38.773685,12,1,47,Lagos,Female,107.32,107.66,82.32,48.49,54.02,89.47,2024-06-23 06:40:38.403223,Ibadan,10,4.15,Menswear
824,272,539,3,Agbada,Ankara,4.11,Completed,2025-09-30 06:40:38.774077,2025-10-17 06:40:38.774077,17,0,34,Lagos,Male,86.89,91.12,101.76,48.49,56.74,83.07,2024-01-25 06:40:38.402981,Abuja,3,3.73,Corporate
825,284,565,4,Agbada,Wool,4.42,In Progress,2025-09-28 06:40:38.774485,2025-10-18 06:40:38.774485,20,0,41,Kano,Female,108.7,73.14,81.52,45.64,61.07,79.66,2026-01-16 06:40:38.403501,Kano,12,4.84,Corporate
826,257,512,95,Agbada,Linen,4.85,Completed,2025-07-12 06:40:38.774896,2025-07-16 06:40:38.774896,4,1,55,Abuja,Female,92.84,103.88,80.61,49.65,58.09,87.94,2024-11-29 06:40:38.402468,Abuja,1,4.24,Bridal
827,91,178,45,Agbada,Linen,2.15,In Progress,2025-04-25 06:40:38.775282,2025-05-15 06:40:38.775282,20,0,38,Kano,Female,84.39,78.82,109.18,36.59,52.29,76.21,2024-08-21 06:40:38.395787,Lagos,12,4.86,Womenswear
828,271,536,11,Kaftan,Ankara,1.62,Completed,2025-08-28 06:40:38.775714,2025-09-03 06:40:38.775714,6,1,59,Port Harcourt,Female,95.85,105.25,115.79,49.04,55.51,77.8,2023-05-22 06:40:38.402912,Ibadan,7,4.69,Kidswear
829,78,154,34,Agbada,Cotton,2.76,In Progress,2025-04-30 06:40:38.776108,2025-05-07 06:40:38.776108,7,1,44,Lagos,Male,95.07,94.61,91.3,54.06,56.46,73.77,2024-09-21 06:40:38.395271,Kano,13,3.57,Corporate
830,97,191,4,Suit,Ankara,4.36,Completed,2026-01-31 06:40:38.776497,2026-02-13 06:40:38.776497,13,1,48,Ibadan,Female,106.01,90.65,115.36,37.94,71.97,84.64,2024-12-09 06:40:38.396068,Kano,12,4.84,Corporate
831,218,431,76,Agbada,Silk,4.55,Completed,2025-11-18 06:40:38.776966,2025-11-25 06:40:38.776966,7,1,57,Kano,Female,97.42,82.61,116.04,39.92,58.99,72.07,2024-03-10 06:40:38.400822,Abuja,10,4.99,Corporate
832,230,451,17,Suit,Cotton,4.09,Pending,2025-09-18 06:40:38.777385,2025-09-24 06:40:38.777385,6,1,41,Port Harcourt,Female,114.86,70.77,108.74,43.13,57.94,92.2,2023-09-26 06:40:38.401248,Port Harcourt,6,4.62,Kidswear
833,284,564,110,Kaftan,Cotton,1.46,Pending,2025-03-03 06:40:38.777792,2025-03-09 06:40:38.777792,6,1,41,Kano,Female,93.62,93.08,100.28,37.88,56.24,68.32,2024-11-19 06:40:38.403486,Kano,6,3.53,Bridal
834,25,48,7,Agbada,Wool,2.71,In Progress,2025-09-11 06:40:38.778238,2025-09-18 06:40:38.778238,7,1,28,Port Harcourt,Female,104.08,100.14,95.55,44.17,53.89,71.39,2024-10-15 06:40:38.393121,Abuja,7,4.4,Menswear
835,260,518,13,Suit,Linen,4.47,Completed,2025-03-11 06:40:38.778697,2025-03-21 06:40:38.778697,10,1,47,Abuja,Male,119.78,82.22,95.58,39.05,57.19,93.12,2025-04-22 06:40:38.402577,Ibadan,11,4.75,Corporate
836,11,21,16,Agbada,Linen,1.23,In Progress,2025-11-25 06:40:38.779165,2025-12-09 06:40:38.779165,14,1,38,Lagos,Female,80.59,93.07,124.87,40.43,54.02,84.5,2025-11-30 06:40:38.392633,Port Harcourt,12,3.65,Womenswear
837,74,145,119,Kaftan,Linen,3.27,Completed,2025-12-21 06:40:38.779587,2025-12-31 06:40:38.779587,10,1,41,Kano,Male,92.76,63.48,93.15,35.51,72.09,67.82,2024-04-11 06:40:38.395092,Kano,12,3.92,Bridal
838,169,327,97,Shirt,Linen,4.05,Completed,2026-02-04 06:40:38.780027,2026-02-22 06:40:38.780027,18,0,19,Lagos,Female,94.59,97.64,101.57,41.69,61.5,79.95,2024-07-08 06:40:38.398631,Abuja,13,3.83,Kidswear
839,34,66,24,Kaftan,Wool,1.71,In Progress,2025-12-16 06:40:38.780450,2025-12-25 06:40:38.780450,9,1,50,Lagos,Female,115.47,73.91,80.64,51.24,58.87,84.09,2025-07-19 06:40:38.393440,Abuja,3,3.97,Corporate
840,133,263,73,Dress,Cotton,3.59,Pending,2025-08-03 06:40:38.780872,2025-08-09 06:40:38.780872,6,1,26,Abuja,Female,83.81,75.37,91.15,35.41,53.22,93.75,2024-12-04 06:40:38.397442,Port Harcourt,5,4.73,Kidswear
841,184,356,34,Agbada,Silk,4.81,In Progress,2026-01-18 06:40:38.781347,2026-01-22 06:40:38.781347,4,1,25,Ibadan,Female,89.51,106.68,120.08,41.57,54.48,72.73,2025-09-02 06:40:38.399361,Kano,13,3.57,Corporate
842,254,505,34,Kaftan,Linen,2.8,In Progress,2025-03-09 06:40:38.781807,2025-03-16 06:40:38.781807,7,1,20,Lagos,Female,86.33,79.93,113.81,51.47,71.74,84.06,2025-10-20 06:40:38.402330,Kano,13,3.57,Corporate
843,284,564,48,Suit,Wool,3.99,Completed,2025-02-20 06:40:38.782258,2025-03-01 06:40:38.782258,9,1,41,Kano,Female,93.62,93.08,100.28,37.88,56.24,68.32,2024-11-19 06:40:38.403486,Abuja,15,4.01,Kidswear
844,276,548,15,Kaftan,Cotton,1.9,In Progress,2025-08-28 06:40:38.782684,2025-09-02 06:40:38.782684,5,1,18,Port Harcourt,Male,104.12,85.95,114.74,41.36,62.71,72.48,2023-08-29 06:40:38.403180,Port Harcourt,16,4.38,Corporate
845,117,230,35,Kaftan,Wool,2.76,Pending,2025-05-08 06:40:38.783089,2025-05-22 06:40:38.783089,14,1,24,Abuja,Female,93.4,83.17,93.73,44.66,64.47,86.25,2025-02-14 06:40:38.396781,Abuja,12,3.51,Bridal
846,113,221,38,Kaftan,Ankara,2.02,Pending,2025-08-12 06:40:38.783469,2025-08-18 06:40:38.783469,6,1,52,Abuja,Male,86.26,108.2,105.36,53.78,67.91,86.21,2024-08-01 06:40:38.396604,Lagos,16,4.91,Corporate
847,255,508,32,Kaftan,Ankara,1.51,In Progress,2025-08-09 06:40:38.783882,2025-08-13 06:40:38.783882,4,1,41,Ibadan,Female,110.86,107.46,106.2,48.86,65.79,78.41,2026-02-09 06:40:38.402392,Abuja,1,4.36,Bridal
848,84,167,102,Shirt,Silk,2.5,In Progress,2025-09-25 06:40:38.784280,2025-10-10 06:40:38.784280,15,0,30,Lagos,Male,116.98,109.68,117.2,49.6,53.68,72.84,2025-07-19 06:40:38.395518,Abuja,13,4.74,Corporate
849,289,575,34,Agbada,Ankara,4.1,Completed,2025-11-06 06:40:38.784677,2025-11-15 06:40:38.784677,9,1,38,Lagos,Male,85.97,99.2,111.44,49.91,55.35,84.44,2024-12-13 06:40:38.403681,Kano,13,3.57,Corporate
850,147,289,3,Agbada,Ankara,1.69,Pending,2025-05-30 06:40:38.785090,2025-06-15 06:40:38.785090,16,0,24,Lagos,Male,119.09,68.44,122.61,38.63,58.52,89.5,2025-01-07 06:40:38.397905,Abuja,3,3.73,Corporate
851,140,278,33,Shirt,Ankara,3.52,Completed,2026-01-23 06:40:38.785495,2026-01-30 06:40:38.785495,7,1,32,Lagos,Female,95.3,79.7,109.37,48.22,65.26,71.17,2024-12-17 06:40:38.397706,Ibadan,10,4.15,Menswear
852,21,39,19,Shirt,Linen,1.03,In Progress,2025-11-12 06:40:38.785897,2025-11-25 06:40:38.785897,13,1,30,Kano,Female,81.33,84.07,118.57,38.48,65.03,66.84,2025-03-24 06:40:38.392956,Port Harcourt,19,4.71,Bridal
853,133,262,25,Suit,Wool,1.23,In Progress,2025-12-07 06:40:38.786291,2025-12-22 06:40:38.786291,15,0,26,Abuja,Female,103.66,71.35,121.54,41.26,52.76,79.34,2025-04-06 06:40:38.397426,Abuja,16,4.54,Kidswear
854,249,492,117,Kaftan,Silk,3.72,Pending,2025-07-13 06:40:38.786690,2025-07-28 06:40:38.786690,15,0,33,Ibadan,Female,118.47,101.02,104.55,53.98,74.65,90.29,2024-06-12 06:40:38.402089,Port Harcourt,10,4.82,Menswear
855,115,226,96,Agbada,Cotton,4.14,Pending,2025-11-14 06:40:38.787077,2025-12-03 06:40:38.787077,19,0,25,Lagos,Male,111.74,90.08,100.45,41.66,68.45,74.74,2023-12-16 06:40:38.396695,Lagos,6,4.5,Menswear
856,271,538,87,Agbada,Silk,1.18,In Progress,2025-05-22 06:40:38.787465,2025-06-04 06:40:38.787465,13,1,59,Port Harcourt,Female,106.08,76.62,82.15,44.73,65.82,87.19,2025-07-25 06:40:38.402961,Port Harcourt,11,4.7,Bridal
857,132,260,95,Suit,Silk,1.83,Pending,2025-10-31 06:40:38.787847,2025-11-16 06:40:38.787847,16,0,26,Port Harcourt,Male,81.19,60.78,82.7,54.03,51.01,65.94,2025-01-13 06:40:38.397390,Abuja,1,4.24,Bridal
858,37,71,89,Dress,Silk,1.96,Completed,2025-04-20 06:40:38.788227,2025-05-04 06:40:38.788227,14,1,45,Ibadan,Female,95.85,79.93,107.05,35.03,74.63,92.11,2025-11-15 06:40:38.393534,Lagos,12,4.67,Corporate
859,197,384,110,Dress,Ankara,2.42,In Progress,2026-02-03 06:40:38.788604,2026-02-11 06:40:38.788604,8,1,42,Lagos,Female,102.05,93.55,123.41,47.85,71.68,81.31,2025-07-28 06:40:38.399898,Kano,6,3.53,Bridal
860,14,27,76,Dress,Cotton,1.12,Completed,2025-02-28 06:40:38.788980,2025-03-18 06:40:38.788980,18,0,18,Ibadan,Male,101.87,78.04,129.26,47.72,56.97,85.56,2023-09-19 06:40:38.392739,Abuja,10,4.99,Corporate
